,question,questiontype,keyword
4989,"(which,PRON) (city,NOUN) (is,VERB) (the,DET) (route,NOUN) (start,NOUN) (of,ADP) (the,DET) (moscow-kazan,PROPN,S-LOC)  (high-speed,ADJ) (railway,NOUN) (and,CCONJ) (birth,NOUN) (place,NOUN) (of,ADP) (the,DET) (ilya,PROPN,B-PER)  (savelev,PROPN,E-PER)  (?,.)",Which,"city ,route , Moscow-Kazan, high-speed railway,  birth place, Ilya Savelev"
4990,"(list,VERB) (the,DET) (ceremonial,ADJ) (county,NOUN) (of,ADP) (east,PROPN,B-LOC)  (tilbury,PROPN,E-LOC)  (?,.)",List,"ceremonial, county, East , Tilbury"
4991,"(list,VERB) (the,DET) (ceremonial,ADJ) (county,NOUN) (of,ADP) (east,PROPN,B-LOC)  (tilbury,PROPN,E-LOC)  (?,.)",List,"ceremonial county, East Tilbury"
4992,"(which,PRON) (shows,NOUN) (have,VERB) (voices,NOUN) (from,ADP) (people,NOUN) (signed,VERB) (up,ADP) (with,ADP) (abc,PROPN,B-ORG)  (records,PROPN,E-ORG)  (?,.)",Which,"shows, voices, people, signed up, ABC Records"
4993,"(which,PRON) (shows,NOUN) (have,VERB) (voices,NOUN) (from,ADP) (people,NOUN) (signed,VERB) (up,ADP) (with,ADP) (abc,PROPN,B-ORG)  (records,PROPN,E-ORG)  (?,.)",WHICH,"SHOWS, PEOPLE, ABC RECORDS"
4994,"(what,PRON) (are,VERB) (some,DET) (non,ADJ) (fiction,NOUN) (subjects,NOUN) (dealt,VERB) (with,ADP) (in,ADP) (fantasy,ADJ) (novels,NOUN) (?,.)",what,"some,non fiction, subjects,dealt,fantasy novels"
4995,"(what,PRON) (are,VERB) (some,DET) (non,ADJ) (fiction,NOUN) (subjects,NOUN) (dealt,VERB) (with,ADP) (in,ADP) (fantasy,ADJ) (novels,NOUN) (?,.)",What,"some, non fiction, subjects, dealt, fantasy, novels"
4996,"(give,VERB) (the,DET) (name,NOUN) (of,ADP) (the,DET) (river,NOUN) (with,ADP) (source,NOUN) (place,NOUN) (as,ADP) (australian,PROPN,B-LOC)  (alps,PROPN,E-LOC)  (and,CCONJ) (has,VERB) (mouth,NOUN) (place,NOUN) (as,ADP) (goolwa,PROPN,S-LOC)  (,,PUNCT) (a,DET) (place,NOUN) (in,ADP) (siyuth,PROPN,B-LOC)  (australia,PROPN,E-LOC)  (?,.)",Give,"name, river, source place, Australian Alps, mouth place, Goolwa, Siyuth Australia"
4997,"(give,VERB) (the,DET) (name,NOUN) (of,ADP) (the,DET) (river,NOUN) (with,ADP) (source,NOUN) (place,NOUN) (as,ADP) (australian,PROPN,B-LOC)  (alps,PROPN,E-LOC)  (and,CCONJ) (has,VERB) (mouth,NOUN) (place,NOUN) (as,ADP) (goolwa,PROPN,S-LOC)  (,,PUNCT) (a,DET) (place,NOUN) (in,ADP) (siyuth,PROPN,B-LOC)  (australia,PROPN,E-LOC)  (?,.)",demand,"name, river, source, place, australian alps, mough place, goolwa, siyuth australia"
4998,"(list,NOUN) (tv,NOUN) (shows,NOUN) (with,ADP) (producer,NOUN) (as,ADP) (erik,PROPN,B-PER)  (bork,PROPN,E-PER)  (and,CCONJ) (company,NOUN) (is,VERB) (dreamworks,PROPN,B-ORG)  (television,PROPN,E-ORG)  (?,.)",list,"shows, producer, Erik Bork, DreamWorks Television"
4999,"(list,NOUN) (tv,NOUN) (shows,NOUN) (with,ADP) (producer,NOUN) (as,ADP) (erik,PROPN,B-PER)  (bork,PROPN,E-PER)  (and,CCONJ) (company,NOUN) (is,VERB) (dreamworks,PROPN,B-ORG)  (television,PROPN,E-ORG)  (?,.)",List,"TV shows, producer, Erik Bork, DreamWorks Television"
5000,"(what,PRON) (awards,NOUN) (were,VERB) (presented,VERB) (to,ADP) (the,DET) (person,NOUN) (who,PRON) (produced,VERB) (paradise,PROPN,S-MISC)  (place,NOUN) (?,.)",What,"Awards, presented, person, produced, Paradise place."
5001,"(what,PRON) (awards,NOUN) (were,VERB) (presented,VERB) (to,ADP) (the,DET) (person,NOUN) (who,PRON) (produced,VERB) (paradise,PROPN,S-MISC)  (place,NOUN) (?,.)",What,"Paradise Place, awards, producer"
5002,"(which,PRON) (television,NOUN) (show's,NOUN) (theme,NOUN) (music,NOUN) (composer,NOUN) (is,VERB) (gary,PROPN,B-PER)  (portnoy,PROPN,E-PER)  (and,CCONJ) (subsequent,ADJ) (work,NOUN) (is,VERB) (frasier,PROPN,S-PER)  (?,.)",Which,"television,show's, theme music,composer, Gary Portnoy,subsequent,work,Frasier"
5003,"(which,PRON) (television,NOUN) (show's,NOUN) (theme,NOUN) (music,NOUN) (composer,NOUN) (is,VERB) (gary,PROPN,B-PER)  (portnoy,PROPN,E-PER)  (and,CCONJ) (subsequent,ADJ) (work,NOUN) (is,VERB) (frasier,PROPN,S-PER)  (?,.)",Which,"television show's theme,music composer, Gary Portnoy, subsequent work,Frasier"
5004,"(which,PRON) (companies,NOUN) (have,VERB) (launched,VERB) (a,DET) (rocket,NOUN) (from,ADP) (cape,PROPN,B-ORG)  (canaveral,PROPN,I-ORG)  (air,PROPN,I-ORG)  (force,PROPN,E-ORG)  (station,NOUN) (?,.)",which,"rocket launch, cape canaveral, air force station"
5005,"(which,PRON) (companies,NOUN) (have,VERB) (launched,VERB) (a,DET) (rocket,NOUN) (from,ADP) (cape,PROPN,B-ORG)  (canaveral,PROPN,I-ORG)  (air,PROPN,I-ORG)  (force,PROPN,E-ORG)  (station,NOUN) (?,.)",Which,"companies , launched , rocket , Cape Canaveral, Air Force station"
5006,"(where,ADV) (were,VERB) (the,DET) (doctoral,ADJ) (students,NOUN) (of,ADP) (james,PROPN,B-PER)  (langer,PROPN,E-PER)  (born,VERB) (?,.)",where,"doctoral students, james langer born"
5007,"(where,ADV) (were,VERB) (the,DET) (doctoral,ADJ) (students,NOUN) (of,ADP) (james,PROPN,B-PER)  (langer,PROPN,E-PER)  (born,VERB) (?,.)",WHere,"doctoral students, James Langer, born"
5008,"(which,PRON) (mountain,NOUN) (range,NOUN) (is,VERB) (the,DET) (one,NUM) (with,ADP) (ponte,PROPN,B-PER)  (d'aveneyre,PROPN,E-PER)  (and,CCONJ) (le,PROPN,B-ORG)  (gibloux,PROPN,E-ORG)  (?,.)",WHICH,"PONTE, LE GIBLOUX"
5009,"(which,PRON) (mountain,NOUN) (range,NOUN) (is,VERB) (the,DET) (one,NUM) (with,ADP) (ponte,PROPN,B-PER)  (d'aveneyre,PROPN,E-PER)  (and,CCONJ) (le,PROPN,B-ORG)  (gibloux,PROPN,E-ORG)  (?,.)",Which,"mountain range, one with, Ponte d'Aveneyre, Le Gibloux"
5010,"(what,PRON) (is,VERB) (the,DET) (location,NOUN) (town,NOUN) (of,ADP) (seattle,PROPN,B-LOC)  (great,PROPN,I-LOC)  (wheel,PROPN,E-LOC)  (?,.)",What,"location ,town ,Seattle ,Great Wheel"
5011,"(what,PRON) (is,VERB) (the,DET) (location,NOUN) (town,NOUN) (of,ADP) (seattle,PROPN,B-LOC)  (great,PROPN,I-LOC)  (wheel,PROPN,E-LOC)  (?,.)",what,"location, town, Seattle Great Wheel"
5012,"(is,VERB) (national,ADJ,B-ORG)  (archaeological,NOUN,I-ORG)  (museum,NOUN,E-ORG)  ((florence),NOUN) (the,DET) (museum,NOUN) (of,ADP) (chimera,PROPN,B-ORG)  (of,ADP) (arezzo,PROPN,E-ORG)  (?,.)",yes/no,"National Archaeological Museum (Florence), Chimera of Arezzo"
5013,"(is,VERB) (national,ADJ,B-ORG)  (archaeological,NOUN,I-ORG)  (museum,NOUN,E-ORG)  ((florence),NOUN) (the,DET) (museum,NOUN) (of,ADP) (chimera,PROPN,B-ORG)  (of,ADP) (arezzo,PROPN,E-ORG)  (?,.)",yes/no,"National Archaeological Museum,Chicago,Chimera of Arezzo"
5014,"(list,VERB) (the,DET) (common,ADJ) (sports,NOUN) (between,ADP) (fr.,PROPN,B-ORG)  (agnel,PROPN,I-ORG)  (multipurpose,PROPN,I-ORG)  (school,PROPN,E-ORG)  (and,CCONJ) (jamiatu,PROPN,B-LOC)  (muslim,PROPN,I-LOC)  (?,.)",List,"common sports, Fr. Agnel Multipurpose School, Jamiatu Muslim Mindanao"
5015,"(list,VERB) (the,DET) (common,ADJ) (sports,NOUN) (between,ADP) (fr.,PROPN,B-ORG)  (agnel,PROPN,I-ORG)  (multipurpose,PROPN,I-ORG)  (school,PROPN,E-ORG)  (and,CCONJ) (jamiatu,PROPN,B-LOC)  (muslim,PROPN,I-LOC)  (?,.)",List,"Common sports, Fr. Agnel Multipurpose School and Jamiatu Muslim Mindanao"
5016,"(is,VERB) (the,DET) (frank,PROPN,B-ORG)  (r,PROPN,I-ORG)  (lillie,PROPN,I-ORG)  (house,PROPN,E-ORG)  (has,VERB) (the,DET) (chicago,PROPN,S-LOC)  (architecture,NOUN) (?,.)",Is,"Frank R Lillie, House, Chicago , architecture"
5017,"(is,VERB) (the,DET) (frank,PROPN,B-ORG)  (r,PROPN,I-ORG)  (lillie,PROPN,I-ORG)  (house,PROPN,E-ORG)  (has,VERB) (the,DET) (chicago,PROPN,S-LOC)  (architecture,NOUN) (?,.)",Yes/No,"Frank R Lillie House, Chicago architecture"
5018,"(who,PRON) (has,VERB) (military,ADJ) (branches,NOUN) (are,VERB) (colonial,ADJ,S-MISC)  (troops,NOUN) (and,CCONJ) (continental,PROPN,B-ORG)  (army,PROPN,E-ORG)  (?,.)",Who,"military, branches, colonial, troops, continental, army"
5019,"(who,PRON) (has,VERB) (military,ADJ) (branches,NOUN) (are,VERB) (colonial,ADJ,S-MISC)  (troops,NOUN) (and,CCONJ) (continental,PROPN,B-ORG)  (army,PROPN,E-ORG)  (?,.)",who,"military, branches, colonial, troops, continental army"
5020,"(list,VERB) (all,DET) (the,DET) (line,NOUN) (of,ADP) (vadodara,PROPN,B-LOC)  (junction,PROPN,E-LOC)  (railway,NOUN) (station,NOUN) (?,.)",List,"line,Vadodara Junction railway station"
5021,"(list,VERB) (all,DET) (the,DET) (line,NOUN) (of,ADP) (vadodara,PROPN,B-LOC)  (junction,PROPN,E-LOC)  (railway,NOUN) (station,NOUN) (?,.)",List,"All the line, Vadadara Junction, Railway station"
5022,"(name,VERB) (everyone,NOUN) (working,VERB) (for,ADP) (a,DET) (company,NOUN) (owned,VERB) (by,ADP) (roman,PROPN,B-ORG)  (?,.)",Who,"working, company, owned , Roman Abramovich"
5023,"(name,VERB) (everyone,NOUN) (working,VERB) (for,ADP) (a,DET) (company,NOUN) (owned,VERB) (by,ADP) (roman,PROPN,B-ORG)  (?,.)",name,"everyone, working, company, owned, roman abramovich"
5024,"(whose,PRON) (shrine,NOUN) (is,VERB) (in,ADP) (aachen,PROPN,S-LOC)  (cathedral,NOUN) (?,.)",Whose,"shrine, in,  aachen cathedra"
5025,"(whose,PRON) (shrine,NOUN) (is,VERB) (in,ADP) (aachen,PROPN,S-LOC)  (cathedral,NOUN) (?,.)",whose,"shrine, aachan catherdral"
5026,"(name,VERB) (the,DET) (college,NOUN) (of,ADP) (jon,PROPN,B-PER)  (curran,PROPN,E-PER)  (?,.)",NAME,"COLLEGE,JON CURRAN"
5027,"(name,VERB) (the,DET) (college,NOUN) (of,ADP) (jon,PROPN,B-PER)  (curran,PROPN,E-PER)  (?,.)",name,"college of ,Jon Curran ?"
5028,"(which,PRON) (award,NOUN) (that,PRON) (has,VERB) (been,VERB) (given,VERB) (to,ADP) (james,PROPN,B-PER)  (f,PROPN,I-PER)  (obrien,,PROPN,E-PER)  (had,VERB) (used,VERB) (laemmle,PROPN,B-ORG)  (theatres,PROPN,E-ORG)  (for,ADP) (some,DET) (service,NOUN) (?,.)",which,"award, given, James F Obrien, used, Lammle Theatres, service"
5029,"(which,PRON) (award,NOUN) (that,PRON) (has,VERB) (been,VERB) (given,VERB) (to,ADP) (james,PROPN,B-PER)  (f,PROPN,I-PER)  (obrien,,PROPN,E-PER)  (had,VERB) (used,VERB) (laemmle,PROPN,B-ORG)  (theatres,PROPN,E-ORG)  (for,ADP) (some,DET) (service,NOUN) (?,.)",Which,"award, given,James F Obrien, Laemmle, Theatres, some, service"
5030,"(which,PRON) (tim,PROPN,B-PER)  (birton's,PROPN,E-PER)  (movie,NOUN) (has,VERB) (a,DET) (screenplay,NOUN) (by,ADP) (daniel,PROPN,B-PER)  (waters,PROPN,E-PER)  (?,.)",Which,"Tim Birton's, movie, screenplay, Daniel Waters"
5031,"(which,PRON) (tim,PROPN,B-PER)  (birton's,PROPN,E-PER)  (movie,NOUN) (has,VERB) (a,DET) (screenplay,NOUN) (by,ADP) (daniel,PROPN,B-PER)  (waters,PROPN,E-PER)  (?,.)",Which,"Tim Birton's, movie, screenplay, Daniel Waters"
5032,"(in,ADP) (how,ADV) (many,ADJ) (places,NOUN) (are,VERB) (the,DET) (tombs,NOUN) (of,ADP) (everyone,NOUN) (who,PRON) (died,VERB) (in,ADP) (england,PROPN,S-LOC)  (?,.)",How many,"places , tombs , everyone , died , England"
5033,"(in,ADP) (how,ADV) (many,ADJ) (places,NOUN) (are,VERB) (the,DET) (tombs,NOUN) (of,ADP) (everyone,NOUN) (who,PRON) (died,VERB) (in,ADP) (england,PROPN,S-LOC)  (?,.)",How many,"places, tombs, died, England"
5034,"(give,VERB) (me,PRON) (some,DET) (tv,NOUN) (stations,NOUN) (whose,PRON) (network's,NOUN) (main,ADJ) (language,NOUN) (is,VERB) (american,ADJ,B-MISC)  (english,PROPN,E-MISC)  (?,.)",List,"TV stations, main language, American English"
5035,"(give,VERB) (me,PRON) (some,DET) (tv,NOUN) (stations,NOUN) (whose,PRON) (network's,NOUN) (main,ADJ) (language,NOUN) (is,VERB) (american,ADJ,B-MISC)  (english,PROPN,E-MISC)  (?,.)",list,"TV stations, network, language, American english"
5036,"(what,PRON) (are,VERB) (the,DET) (other,ADJ) (band,NOUN) (members,NOUN) (of,ADP) (the,DET) (band,NOUN) (one,NUM) (of,ADP) (whose,PRON) (current,ADJ) (member,NOUN) (is,VERB) (robert,PROPN,B-PER)  (de,PROPN,I-PER)  (niro,PROPN,E-PER)  (?,.)",What,"band,current member,Robert De Niro"
5037,"(what,PRON) (are,VERB) (the,DET) (other,ADJ) (band,NOUN) (members,NOUN) (of,ADP) (the,DET) (band,NOUN) (one,NUM) (of,ADP) (whose,PRON) (current,ADJ) (member,NOUN) (is,VERB) (robert,PROPN,B-PER)  (de,PROPN,I-PER)  (niro,PROPN,E-PER)  (?,.)",What,"Band, members, current, member, Robert De Niro"
5038,"(where,ADV) (did,VERB) (the,DET) (people,NOUN) (beatified,VERB) (by,ADP) (pope,PROPN,B-PER)  (pius,PROPN,E-PER)  (x,PROPN) (die,VERB) (?,.)",where,"people, beatified, Pope Pius X , die"
5039,"(where,ADV) (did,VERB) (the,DET) (people,NOUN) (beatified,VERB) (by,ADP) (pope,PROPN,B-PER)  (pius,PROPN,E-PER)  (x,PROPN) (die,VERB) (?,.)",Where,"people, beatified, Pope Pius X, die"
5040,"(which,PRON) (peak,NOUN) (was,VERB) (first,ADV) (scaled,VERB) (by,ADP) (krzysztof,PROPN,B-PER)  (wielicki,PROPN,E-PER)  (?,.)",Which,"peak ,scaled ,Krzysztof ,Wielicki"
5041,"(which,PRON) (peak,NOUN) (was,VERB) (first,ADV) (scaled,VERB) (by,ADP) (krzysztof,PROPN,B-PER)  (wielicki,PROPN,E-PER)  (?,.)",Which,"peak,scaled,Krzysztof Wielicki"
5042,"(name,VERB) (the,DET) (profession,NOUN) (of,ADP) (oamr,PROPN,B-PER)  (d,PROPN,I-PER)  (conger,PROPN,E-PER)  (for,ADP) (which,PRON) (jack,PROPN,B-PER)  (ryan,PROPN,E-PER)  (was,VERB) (also,ADV) (nominated,VERB) (?,.)",What,"profession, Oamr D Conger, Jack Ryan, nominated"
5043,"(name,VERB) (the,DET) (profession,NOUN) (of,ADP) (oamr,PROPN,B-PER)  (d,PROPN,I-PER)  (conger,PROPN,E-PER)  (for,ADP) (which,PRON) (jack,PROPN,B-PER)  (ryan,PROPN,E-PER)  (was,VERB) (also,ADV) (nominated,VERB) (?,.)",Name,"profession, Oamr D Conger, for which, Jack Ryan, also, nominated"
5044,"(what,PRON) (is,VERB) (the,DET) (place,NOUN) (of,ADP) (birth,NOUN) (of,ADP) (the,DET) (jockey,NOUN) (who,PRON) (breeded,VERB) (de,PROPN,B-PER)  (la,PROPN,I-PER)  (rose,PROPN,E-PER)  (?,.)","What, who","place ,birth ,jockey ,breeded ,De La Rose"
5045,"(what,PRON) (is,VERB) (the,DET) (place,NOUN) (of,ADP) (birth,NOUN) (of,ADP) (the,DET) (jockey,NOUN) (who,PRON) (breeded,VERB) (de,PROPN,B-PER)  (la,PROPN,I-PER)  (rose,PROPN,E-PER)  (?,.)",WHAT,"JOCKEY, BREEDED, DE LA ROSE"
5046,"(who,PRON) (is,VERB) (the,DET) (president,PROPN) (of,ADP) (the,DET) (united,PROPN,B-ORG)  (world,PROPN,I-ORG)  (college,PROPN,I-ORG)  (of,ADP) (costa,PROPN,I-LOC)  (rica,PROPN,E-LOC)  (and,CCONJ) (united,PROPN,B-ORG)  (world,PROPN,I-ORG)  (colleges,PROPN,E-ORG)  (?,.)",Who,"President,  United World College, Costa Rica"
5047,"(who,PRON) (is,VERB) (the,DET) (president,PROPN) (of,ADP) (the,DET) (united,PROPN,B-ORG)  (world,PROPN,I-ORG)  (college,PROPN,I-ORG)  (of,ADP) (costa,PROPN,I-LOC)  (rica,PROPN,E-LOC)  (and,CCONJ) (united,PROPN,B-ORG)  (world,PROPN,I-ORG)  (colleges,PROPN,E-ORG)  (?,.)",who,"president, United World College of Costa Rica, United World Colleges"
5048,"(name,VERB) (all,DET) (the,DET) (venues,NOUN) (of,ADP) (the,DET) (convention,NOUN) (which,PRON) (has,VERB) (also,ADV) (been,VERB) (hosted,VERB) (in,ADP) (san,PROPN,B-LOC)  (diego,PROPN,I-LOC)  (convention,PROPN,E-LOC)  (?,.)",Namme,"venues, convention, San Diego"
5049,"(name,VERB) (all,DET) (the,DET) (venues,NOUN) (of,ADP) (the,DET) (convention,NOUN) (which,PRON) (has,VERB) (also,ADV) (been,VERB) (hosted,VERB) (in,ADP) (san,PROPN,B-LOC)  (diego,PROPN,I-LOC)  (convention,PROPN,E-LOC)  (?,.)",Name,"all, venues, convention, also, hosted, San Diego Convention"
5050,"(which,PRON) (office,NOUN) (holder's,NOUN) (predecessor,NOUN) (is,VERB) (lucius,PROPN,B-PER)  (cornelius,PROPN,E-PER)  (and,CCONJ) (his,PRON) (associate,NOUN) (is,VERB) (marcus,PROPN,B-PER)  (calpurnius,PROPN,I-PER)  (bibulus,PROPN,E-PER)  (?,.)",Who,"predecessor, Lucius Cornelius, associate, Marcus Calpurnius Bibulus"
5051,"(which,PRON) (office,NOUN) (holder's,NOUN) (predecessor,NOUN) (is,VERB) (lucius,PROPN,B-PER)  (cornelius,PROPN,E-PER)  (and,CCONJ) (his,PRON) (associate,NOUN) (is,VERB) (marcus,PROPN,B-PER)  (calpurnius,PROPN,I-PER)  (bibulus,PROPN,E-PER)  (?,.)",Which,"office holder's predecessor, Lucius Cornelius, associate, Marcus Calpurnius Bibulus"
5052,"(name,VERB) (the,DET) (artist,NOUN,B-MISC)  (of,ADP,I-MISC)  (madagascar:,ADJ,I-MISC)  (operation,NOUN,I-MISC)  (penguin,PROPN,E-MISC)  (?,.)",who,"Artist, Madagascar: Operation Penguine"
5053,"(name,VERB) (the,DET) (artist,NOUN,B-MISC)  (of,ADP,I-MISC)  (madagascar:,ADJ,I-MISC)  (operation,NOUN,I-MISC)  (penguin,PROPN,E-MISC)  (?,.)",Name,"artis, Madagascar, Operation Penguin"
5054,"(brian,PROPN,B-PER)  (dunkleman,PROPN,E-PER)  (is,VERB) (the,DET) (presenter,NOUN) (of,ADP) (what,PRON) (tv,NOUN) (show,NOUN) (?,.)",what,"Brian ,Dunkleman,presenter ,TV show"
5055,"(brian,PROPN,B-PER)  (dunkleman,PROPN,E-PER)  (is,VERB) (the,DET) (presenter,NOUN) (of,ADP) (what,PRON) (tv,NOUN) (show,NOUN) (?,.)",What,"Brian Dunkleman, presenter, TV show"
5056,"(give,VERB) (me,PRON) (the,DET) (total,ADJ) (number,NOUN) (of,ADP) (guests,PROPN) (of,ADP) (the,DET) (television,NOUN) (episodes,NOUN) (whose,PRON) (one,NUM) (of,ADP) (the,DET) (guests,PROPN) (is,VERB) (michael,PROPN,B-PER)  (cristofer,PROPN,E-PER)  (?,.)",whose,"Michael Cristofer, GUEST"
5057,"(give,VERB) (me,PRON) (the,DET) (total,ADJ) (number,NOUN) (of,ADP) (guests,PROPN) (of,ADP) (the,DET) (television,NOUN) (episodes,NOUN) (whose,PRON) (one,NUM) (of,ADP) (the,DET) (guests,PROPN) (is,VERB) (michael,PROPN,B-PER)  (cristofer,PROPN,E-PER)  (?,.)",Give,"total , number , Guests , television , episodes , Guests , Michael Cristofer"
5058,"(where,ADV) (were,VERB) (micheal,PROPN,B-PER)  (santos,PROPN,E-PER)  (and,CCONJ) (wendy,PROPN,B-PER)  (jaquet,PROPN,E-PER)  (born,VERB) (?,.)",Where,"Micheal Santos, Wendy Jaquet, born"
5059,"(where,ADV) (were,VERB) (micheal,PROPN,B-PER)  (santos,PROPN,E-PER)  (and,CCONJ) (wendy,PROPN,B-PER)  (jaquet,PROPN,E-PER)  (born,VERB) (?,.)",Where,"Michael Santos, Wendy Jaquet, born"
5060,"(how,ADV) (many,ADJ) (people,NOUN) (have,VERB) (parterned,VERB) (with,ADP) (the,DET) (person,NOUN) (choroegraphed,VERB) (by,ADP) (catarina,PROPN,B-PER)  (lindgren,PROPN,E-PER)  (in,ADP) (the,DET) (past,NOUN) (?,.)",HOW MANY,"PEOPLE, PARTERNED, PERSON, CHOROEGRAPHED, CATARINA LINDGREN"
5061,"(how,ADV) (many,ADJ) (people,NOUN) (have,VERB) (parterned,VERB) (with,ADP) (the,DET) (person,NOUN) (choroegraphed,VERB) (by,ADP) (catarina,PROPN,B-PER)  (lindgren,PROPN,E-PER)  (in,ADP) (the,DET) (past,NOUN) (?,.)",How many,"partnered, choreographed, Catarina Lindgren"
5062,"(what,PRON) (are,VERB) (some,DET) (devices,NOUN) (made,VERB) (by,ADP) (taiwanese,ADJ,S-MISC)  (companies,NOUN) (?,.)",WHAT,"DEVICES, TAIWANESE COMPANIES"
5063,"(what,PRON) (are,VERB) (some,DET) (devices,NOUN) (made,VERB) (by,ADP) (taiwanese,ADJ,S-MISC)  (companies,NOUN) (?,.)",WHAT,"DEVICES, TAIWANESE"
5064,"(harry,PROPN,B-PER)  (huston,PROPN,E-PER)  (and,CCONJ) (dick,PROPN,B-PER)  (spalding,PROPN,E-PER)  (played,VERB) (their,PRON) (first,ADJ) (match,NOUN) (for,ADP) (which,PRON) (team,NOUN) (?,.)",which,"harry huston, dick spalding, first, match, team"
5065,"(harry,PROPN,B-PER)  (huston,PROPN,E-PER)  (and,CCONJ) (dick,PROPN,B-PER)  (spalding,PROPN,E-PER)  (played,VERB) (their,PRON) (first,ADJ) (match,NOUN) (for,ADP) (which,PRON) (team,NOUN) (?,.)",Which,"Harry Huston, DIck Spalding, Played, first, match, team."
5066,"(who,PRON) (was,VERB) (the,DET) (president,NOUN) (under,ADP) (which,PRON) (joe,PROPN,B-PER)  (purcell,PROPN,E-PER)  (is,VERB) (a,DET) (lieutenant,NOUN) (?,.)",who,"president, joe purcell, lieutentant"
5067,"(who,PRON) (was,VERB) (the,DET) (president,NOUN) (under,ADP) (which,PRON) (joe,PROPN,B-PER)  (purcell,PROPN,E-PER)  (is,VERB) (a,DET) (lieutenant,NOUN) (?,.)",who,"president , under , Joe Purcell, lieutenant"
5068,"(what,PRON) (are,VERB) (the,DET) (movies,NOUN) (whose,PRON) (distributor's,NOUN) (headquarters,NOUN) (is,VERB) (new,PROPN,B-LOC)  (york,PROPN,E-LOC)  (?,.)",What,"movies, distributor's headquarters, New York"
5069,"(what,PRON) (are,VERB) (the,DET) (movies,NOUN) (whose,PRON) (distributor's,NOUN) (headquarters,NOUN) (is,VERB) (new,PROPN,B-LOC)  (york,PROPN,E-LOC)  (?,.)",What,"movies, distributor's, headquarters, New York"
5070,"(name,VERB) (the,DET) (show,NOUN) (formed,VERB) (by,ADP) (j.,PROPN,B-PER)  (michael,PROPN,I-PER)  (stroczynski,PROPN,E-PER)  (and,CCONJ) (had,VERB) (network,NOUN) (as,ADP) (tnt,PROPN) (?,.)",Name the show formed,"J.Michael Stroczynski, network, TNT"
5071,"(name,VERB) (the,DET) (show,NOUN) (formed,VERB) (by,ADP) (j.,PROPN,B-PER)  (michael,PROPN,I-PER)  (stroczynski,PROPN,E-PER)  (and,CCONJ) (had,VERB) (network,NOUN) (as,ADP) (tnt,PROPN) (?,.)",Name,"show, Michael Stroczynski, network, TNT"
5072,"(whose,PRON) (wife,NOUN) (is,VERB) (a,DET) (presenter,NOUN) (at,ADP) (wwe,PROPN) (?,.)",Whose,"wife, presenter, WWE"
5073,"(whose,PRON) (wife,NOUN) (is,VERB) (a,DET) (presenter,NOUN) (at,ADP) (wwe,PROPN) (?,.)",WHOSE,"WIFE, PRESENTER"
5074,"(list,VERB) (everything,NOUN) (governed,VERB) (by,ADP) (the,DET) (democratic,PROPN,B-ORG)  (party,PROPN,I-ORG)  (of,ADP,I-ORG)  (us,PROPN,E-ORG)  (?,.)",List,"governed, Democratic Party, US"
5075,"(list,VERB) (everything,NOUN) (governed,VERB) (by,ADP) (the,DET) (democratic,PROPN,B-ORG)  (party,PROPN,I-ORG)  (of,ADP,I-ORG)  (us,PROPN,E-ORG)  (?,.)",List,"everything, governed, Democratic, Party, US"
5076,"(what,PRON) (is,VERB) (the,DET) (layout,NOUN) (of,ADP) (subaru,PROPN,B-MISC)  (legacy,PROPN,E-MISC)  ((second,NOUN) (generation),NOUN) (?,.)",What,"layout,  Subaru Legacy"
5077,"(what,PRON) (is,VERB) (the,DET) (layout,NOUN) (of,ADP) (subaru,PROPN,B-MISC)  (legacy,PROPN,E-MISC)  ((second,NOUN) (generation),NOUN) (?,.)",What,"layout , Subaru Legacy (second generation)"
5078,"(what,PRON) (are,VERB) (some,DET) (cars,NOUN) (which,PRON) (came,VERB) (before,ADP) (the,DET) (ones,NOUN) (on,ADP) (a,DET) (gm,PROPN) (b,NOUN) (base,NOUN) (?,.)",WHAT,"CARS, BEFORE, GM B BASE"
5079,"(what,PRON) (are,VERB) (some,DET) (cars,NOUN) (which,PRON) (came,VERB) (before,ADP) (the,DET) (ones,NOUN) (on,ADP) (a,DET) (gm,PROPN) (b,NOUN) (base,NOUN) (?,.)",WHAT,"CARS, CAME BEFORE, ONES, GM B BASE"
5080,"(count,VERB) (the,DET) (different,ADJ) (genres,NOUN) (of,ADP) (music,NOUN) (made,VERB) (by,ADP) (argentinian,ADJ,S-MISC)  (bands,NOUN) (?,.)",count,"different genres,music,made by,argentinian bands"
5081,"(count,VERB) (the,DET) (different,ADJ) (genres,NOUN) (of,ADP) (music,NOUN) (made,VERB) (by,ADP) (argentinian,ADJ,S-MISC)  (bands,NOUN) (?,.)",Count,"genres, music, Argentinian bands"
5082,"(which,PRON) (office,NOUN) (holder's,NOUN) (resting,VERB) (place,NOUN) (is,VERB) (alta,PROPN,B-LOC)  (mesa,PROPN,I-LOC)  (memorial,PROPN,E-LOC)  (park,NOUN) (and,CCONJ) (has,VERB) (adrian,NOUN) (a.,NOUN,B-PER)  (basora,PROPN,E-PER)  (as,ADP) (successor,NOUN) (?,.)",WHICH,"OFFICE,  ALTA MESA MEMORIAL PARK, ADRIAN A, BASORA, SUCCESSOR"
